"GPOName;""SettingCategory"";""SettingPath"";""SettingName"";""SettingStatus"";""Type"";""Statement"";""Value"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Require additional authentication at startup"";""Enabled"";""DropDownList"";""Configure TPM startup key and PIN:"";""Do not allow startup key and PIN with TPM"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Removable Data Drives"";""Control use of BitLocker on removable drives"";""Enabled"";""Checkbox"";""Allow users to apply BitLocker protection on removable data drives"";""Disabled"""
"HAD-Bitlocker-TpmPin-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Removable Data Drives"";""Control use of BitLocker on removable drives"";""Enabled"";""Checkbox"";""Allow users to suspend and decrypt BitLocker protection on removable data drives"";""Disabled"""
"HAD-BloodHound-Mitigation;""Registry Settings"";""SYSTEM\CurrentControlSet\Services\LanmanServer\DefaultSecurity"";""SrvsvcSessionInfo"";;""REG_BINARY"";;""010004801400000020000000000000002C00000001010000000000051200000001010000000000051200000002008C00060000000000140001000000010100000000000503000000000014000100000001010000000000050400000000001400010000000101000000000005060000000000180013000F00010200000000000520000000200200000000180013000F00010200000000000520000000230200000000180013000F0001020000000000052000000025020000"""
"HAD-Camera-on-lockon-Disabled;""Administrative Templates"";""Control Panel/Personalization"";""Prevent enabling lock screen camera"";""Enabled"";;;"
"HAD-DCLocaltor-Configuration;""Administrative Templates"";""System/Net Logon/DC Locator DNS Records"";""Specify DC Locator DNS records not registered by the DCs"";""Enabled"";;;"
"HAD-DistributedFileSystem-Disabled;""System Services"";;""Dfs"";""Disabled"";;;"
"HAD-FIPS-Enabled;""Security Option"";""Reg Path: MACHINE\System\CurrentControlSet\Control\Lsa\FIPSAlgorithmPolicy\Enabled"";""System cryptography: Use FIPS compliant algorithms for encryption"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DefaultInboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\domainfw.log"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogFileSize"";""32767"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""DomainProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DefaultInboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\privatefwl.log"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PrivateProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DefaultInboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\publicfw.log"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Audit-Only;""Firewall Rules"";""PublicProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log dropped packets"";""Enabled"""
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log successful connections"";""Enabled"""
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Numeric"";;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit notifications"";""Enabled"";;;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit unicast response to multicast or broadcast requests"";""Disabled"";;;"
"HAD-Firewall-Audit-Only;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Protect all network connections"";""Enabled"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DefaultInboundAction"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\pfirewall.log"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogFileSize"";""32767"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""DomainProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DefaultInboundAction"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\pfirewall.log"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PrivateProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""AllowLocalIPsecPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""AllowLocalPolicyMerge"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DefaultInboundAction"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DefaultOutboundAction"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DisableNotifications"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""DisableUnicastResponsesToMulticastBroadcast"";""false"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""EnableFirewall"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogDroppedPackets"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogFilePath"";""%systemroot%\system32\logfiles\firewall\pfirewall.log"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogFileSize"";""4096"";;;"
"HAD-Firewall-Block-Inbound;""Firewall Rules"";""PublicProfile"";""LogSuccessfulConnections"";""true"";;;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log dropped packets"";""Enabled"""
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Checkbox"";""Log successful connections"";""Enabled"""
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Allow logging"";""Enabled"";""Numeric"";;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit notifications"";""Enabled"";;;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Prohibit unicast response to multicast or broadcast requests"";""Disabled"";;;"
"HAD-Firewall-Block-Inbound;""Administrative Templates"";""Network/Network Connections/Windows Defender Firewall/Domain Profile"";""Windows Defender Firewall: Protect all network connections"";""Enabled"";;;"
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Configure registry policy processing"";""Enabled"";""Checkbox"";""Do not apply during periodic background processing"";""Disabled"""
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Configure registry policy processing"";""Enabled"";""Checkbox"";""Process even if the Group Policy objects have not changed"";""Enabled"""
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Set Group Policy refresh interval for computers"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-GPO-Refresh-Cycle;""Administrative Templates"";""System/Group Policy"";""Set Group Policy refresh interval for computers"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-IPv6-Disabled;""Registry Settings"";""SYSTEM\CurrentControlSet\Services\Tcpip6\Parameters"";""DisabledComponents"";;""REG_DWORD"";;""000000FF"""
"HAD-Kerberos-AES-Enabled;""Security Option"";""Reg Path: MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\SupportedEncryptionTypes"";""Network security: Configure encryption types allowed for Kerberos"";;;""DES_CBC_CRC"";""false"""
"HAD-Kerberos-AES-Enabled;""Security Option"";""Reg Path: MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\SupportedEncryptionTypes"";""Network security: Configure encryption types allowed for Kerberos"";;;""DES_CBC_MD5"";""false"""
"HAD-Kerberos-AES-Enabled;""Security Option"";""Reg Path: MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\SupportedEncryptionTypes"";""Network security: Configure encryption types allowed for Kerberos"";;;""RC4_HMAC_MD5"";""false"""
"HAD-Kerberos-AES-Enabled;""Security Option"";""Reg Path: MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\SupportedEncryptionTypes"";""Network security: Configure encryption types allowed for Kerberos"";;;""AES128_HMAC_SHA1"";""true"""
"HAD-Kerberos-AES-Enabled;""Security Option"";""Reg Path: MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\SupportedEncryptionTypes"";""Network security: Configure encryption types allowed for Kerberos"";;;""AES256_HMAC_SHA1"";""true"""
"HAD-Kerberos-AES-Enabled;""Security Option"";""Reg Path: MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\SupportedEncryptionTypes"";""Network security: Configure encryption types allowed for Kerberos"";;;""Future encryption types"";""true"""
"HAD-LAPS-Configuration;""Administrative Templates"";""LAPS"";""Do not allow password expiration time longer than required by policy"";""Enabled"";;;"
"HAD-LAPS-Configuration;""Administrative Templates"";""LAPS"";""Enable local admin password management"";""Enabled"";;;"
"HAD-LAPS-Configuration;""Administrative Templates"";""LAPS"";""Password Settings"";""Enabled"";""Numeric"";;"
"HAD-LAPS-Configuration;""Administrative Templates"";""LAPS"";""Password Settings"";""Enabled"";""Numeric"";;"
"HAD-LAPS-Configuration;""Administrative Templates"";""LAPS"";""Password Settings"";""Enabled"";""DropDownList"";""Password Complexity"";""Large letters + small letters + numbers + specials"""
"HAD-LAPS-X64-Deployment;""Scripts"";;""deploy-laps_x64.bat"";;""Startup"";""Order: 0"";""PSNotConfigured"""
"HAD-LAPS-X64-Deployment;""Folders"";""C:\Windows\HardenAD"";""HardenAD"";;;""Order: 1"";""uid: {304864F5-C517-4A2F-862C-092F656E29ED}"""
"HAD-LAPS-X64-Deployment;""Folders"";""C:\Windows\HardenAD\LAPS"";""LAPS"";;;""Order: 2"";""uid: {36C0761D-E016-4E7C-87B9-4B2B170CD3EC}"""
"HAD-LAPS-X86-Deployment;""Scripts"";;""deploy-laps_x86.bat"";;""Startup"";""Order: 0"";""PSNotConfigured"""
"HAD-LAPS-X86-Deployment;""Folders"";""C:\Windows\HardenAD"";""HardenAD"";;;""Order: 1"";""uid: {CEE711B1-46DC-4490-B87D-CB74282E9AF4}"""
"HAD-LAPS-X86-Deployment;""Folders"";""C:\Windows\HardenAD\LAPS"";""LAPS"";;;""Order: 2"";""uid: {B00171F6-758A-4009-8EC5-DF28F2430A9E}"""
"HAD-LDAP-Audit-Enabled;""Registry Settings"";""SYSTEM\CurrentControlSet\Services\NTDS\Diagnostics"";""16 LDAP Interface Events"";;""REG_DWORD"";;""00000002"""
"HAD-LDAP-Audit-Enabled;""Registry Settings"";""SYSTEM\CurrentControlSet\Services\EventLog\Directory Service"";""MaxSize"";;""REG_DWORD"";;""3E800000"""
"HAD-LLMNR-Disabled;""Administrative Templates"";""Network/DNS Client"";""Turn off multicast name resolution"";""Enabled"";;;"
"HAD-LMHASH-Disabled;""Security Option"";""Reg Path: MACHINE\System\CurrentControlSet\Control\Lsa\NoLMHash"";""Network security: Do not store LAN Manager hash value on next password change"";""true"";;;"
"HAD-Local-Accounts-Config;""Security Option"";;""EnableAdminAccount"";""Enabled"";;;"
"HAD-Local-Accounts-Config;""Security Option"";;""EnableGuestAccount"";""Disabled"";;;"
"HAD-Local-Accounts-Config;""Security Option"";;""NewAdministratorName"";""Enabled"";;;"
"HAD-Local-Accounts-Config;""Security Option"";;""NewGuestName"";""Enabled"";;;"
"HAD-LocalAdmins-Paw;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-PawT0;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-PawT12L;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-T0-Srv;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-T0_LocalAdmins_Servers"";;;""SID : S-1-5-21-1502320860-189160106-1795443177-1118"""
"HAD-LocalAdmins-T0-Srv;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S_LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-T0-Wks;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-T0_LocalAdmins_Workstations"";;;""SID : S-1-5-21-1502320860-189160106-1795443177-1119"""
"HAD-LocalAdmins-T0-Wks;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S_LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-T1;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-T1_LocalAdmins_Servers"";;;""SID : S-1-5-21-1502320860-189160106-1795443177-1134"""
"HAD-LocalAdmins-T1;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S_LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-T1L;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-TL_LocalAdmins_Servers"";;;""SID : """
"HAD-LocalAdmins-T1L;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S_LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-T2;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-T2_LocalAdmins_Workstations"";;;""SID : S-1-5-21-1502320860-189160106-1795443177-1147"""
"HAD-LocalAdmins-T2;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S_LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LocalAdmins-T2L;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S-TL_LocalAdmins_Workstations"";;;""SID : """
"HAD-LocalAdmins-T2L;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: OZ\L-S_LocalAdmins_%ComputerName%"";;;""SID : """
"HAD-LoginRestrictions-Paw;""Local Users And Groups"";;""Local Group : Administrators (built-in)"";""Member: HARDEN\L-S-T0_PawAccess_Logon"";;;""SID : S-1-5-21-1502320860-189160106-1795443177-1123"""
"HAD-LoginRestrictions-Paw;""User Right Assignement"";;""SeInteractiveLogonRight"";""BUILTIN\Administrators"";;;""SID: S-1-5-32-544"""
"HAD-LoginRestrictions-Paw;""User Right Assignement"";;""SeInteractiveLogonRight"";""OZ\L-S-T0_PawAccess_Logon"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1123"""
"HAD-LoginRestrictions-Paw;""User Right Assignement"";;""SeRemoteInteractiveLogonRight"";""BUILTIN\Administrators"";;;""SID: S-1-5-32-544"""
"HAD-LoginRestrictions-Paw;""User Right Assignement"";;""SeRemoteInteractiveLogonRight"";""BUILTIN\Remote Desktop Users"";;;""SID: S-1-5-32-555"""
"HAD-LoginRestrictions-PawT0;""Local Users And Groups"";;""Local Group : Remote Desktop Users (built-in)"";""Member: OZ\L-S-T0_PawT0_Logon"";;;""SID : S-1-5-21-1502320860-189160106-1795443177-1124"""
"HAD-LoginRestrictions-PawT0;""User Right Assignement"";;""SeInteractiveLogonRight"";""BUILTIN\Administrators"";;;""SID: S-1-5-32-544"""
"HAD-LoginRestrictions-PawT0;""User Right Assignement"";;""SeInteractiveLogonRight"";""OZ\L-S-T0_PawT0_Logon"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1124"""
"HAD-LoginRestrictions-PawT0;""User Right Assignement"";;""SeRemoteInteractiveLogonRight"";""BUILTIN\Administrators"";;;""SID: S-1-5-32-544"""
"HAD-LoginRestrictions-PawT0;""User Right Assignement"";;""SeRemoteInteractiveLogonRight"";""BUILTIN\Remote Desktop Users"";;;""SID: S-1-5-32-555"""
"HAD-LoginRestrictions-PawT12L;""Local Users And Groups"";;""Local Group : Remote Desktop Users (built-in)"";""Member: OZ\L-S-T0_PawT12L_Logon"";;;""SID : S-1-5-21-1502320860-189160106-1795443177-1125"""
"HAD-LoginRestrictions-PawT12L;""User Right Assignement"";;""SeInteractiveLogonRight"";""BUILTIN\Administrators"";;;""SID: S-1-5-32-544"""
"HAD-LoginRestrictions-PawT12L;""User Right Assignement"";;""SeInteractiveLogonRight"";""OZ\L-S-T0_PawT12L_Logon"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1125"""
"HAD-LoginRestrictions-PawT12L;""User Right Assignement"";;""SeRemoteInteractiveLogonRight"";""BUILTIN\Administrators"";;;""SID: S-1-5-32-544"""
"HAD-LoginRestrictions-PawT12L;""User Right Assignement"";;""SeRemoteInteractiveLogonRight"";""BUILTIN\Remote Desktop Users"";;;""SID: S-1-5-32-555"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T2L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1155"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T2"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1150"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T1L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1152"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T1"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1137"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyInteractiveLogonRight"";""OZ\L-S-T2L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1155"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyInteractiveLogonRight"";""OZ\L-S-T2"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1150"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyInteractiveLogonRight"";""OZ\L-S-T1L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1152"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyInteractiveLogonRight"";""OZ\L-S-T1"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1137"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyNetworkLogonRight"";""OZ\L-S-T2L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1155"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyNetworkLogonRight"";""OZ\L-S-T2"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1150"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyNetworkLogonRight"";""OZ\L-S-T1L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1152"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyNetworkLogonRight"";""OZ\L-S-T1"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1137"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyRemoteInteractiveLogonRight"";""OZ\L-S-T2L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1155"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyRemoteInteractiveLogonRight"";""OZ\L-S-T2"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1150"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyRemoteInteractiveLogonRight"";""OZ\L-S-T1L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1152"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyRemoteInteractiveLogonRight"";""OZ\L-S-T1"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1137"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyServiceLogonRight"";""OZ\L-S-T2L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1155"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyServiceLogonRight"";""OZ\L-S-T2"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1150"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyServiceLogonRight"";""OZ\L-S-T1L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1152"""
"HAD-LoginRestrictions-T0;""User Right Assignement"";;""SeDenyServiceLogonRight"";""OZ\L-S-T1"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1137"""
"HAD-LoginRestrictions-T1;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\Schema Admins"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-518"""
"HAD-LoginRestrictions-T1;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T2L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1155"""
"HAD-LoginRestrictions-T1;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T2"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1150"""
"HAD-LoginRestrictions-T1;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T1L"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1152"""
"HAD-LoginRestrictions-T1;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\L-S-T0"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-1122"""
"HAD-LoginRestrictions-T1;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\Enterprise Admins"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-519"""
"HAD-LoginRestrictions-T1;""User Right Assignement"";;""SeDenyBatchLogonRight"";""OZ\Domain Admins"";;;""SID: S-1-5-21-1502320860-189160106-1795443177-512"""
